id,terrain,water,food,resources,settle_score,why,q,r,elev_m,slope,precip,temp_c,soil,vegetation,rock
H+33+02,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,33,2,2128.0,9.75,2166.5,-6.97,mountain thin,alpine tundra,Suture metamorphic
H+34+02,high_mountains,none,none,limestone_karst,none,no reliable fresh water; poor food; arid interior,34,2,1935.0,10.32,649.0,-5.73,mountain thin,alpine tundra,Suture metamorphic
H+35+02,hills,none,none,none,none,no reliable fresh water; poor food; arid interior,35,2,1650.0,10.3,507.8,-3.86,mountain thin,alpine tundra,Suture metamorphic
H+36+02,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,36,2,1378.0,9.87,604.2,-2.06,loam,alpine tundra,Suture metamorphic
H+37+02,boreal,none,modest,none,none,no reliable fresh water,37,2,1163.0,8.39,745.1,-0.64,loam,boreal forest,Suture metamorphic
H+38+02,boreal,none,modest,none,none,no reliable fresh water,38,2,935.0,8.24,815.8,0.86,loam,boreal forest,Suture metamorphic
H+39+02,boreal,none,modest,none,farmstead,"adequate food, route access",39,2,732.0,7.55,895.4,2.16,glacial till,boreal forest,Suture metamorphic
H+40+02,boreal,none,modest,none,farmstead,"adequate food, route access",40,2,552.0,7.26,955.7,3.31,glacial till,boreal forest,Suture metamorphic
H+41+02,boreal,none,modest,timber,farmstead,"adequate food, route access",41,2,380.0,6.85,991.0,4.42,glacial till,boreal forest,Suture metamorphic
H+42+02,boreal,none,modest,none,village,"fresh water, adequate food, route access",42,2,245.0,5.65,972.2,5.29,glacial till,boreal forest,Suture metamorphic
H+43+02,marsh,wetland,modest,peat,village,"fresh water, adequate food, route access",43,2,182.0,6.37,969.1,5.69,peat/wetland,wetland/marsh,Coastal sediment
H+44+02,marsh,wetland,modest,peat,village,"fresh water, adequate food, route access",44,2,25.0,6.32,978.5,6.71,peat/wetland,wetland/marsh,Coastal sediment
H+45+02,ocean,ocean,modest,fish,none,ocean,45,2,-8.0,2.13,1079.9,6.86,none/ocean,none/ocean,Oceanic basalt
H+46+02,ocean,ocean,modest,fish,none,ocean,46,2,-34.0,1.97,1082.3,6.84,none/ocean,none/ocean,Oceanic basalt
H+47+02,ocean,ocean,modest,fish,none,ocean,47,2,-51.0,2.13,1082.4,6.82,none/ocean,none/ocean,Oceanic basalt
H+48+02,ocean,ocean,modest,fish,none,ocean,48,2,-72.0,2.14,1060.0,6.81,none/ocean,none/ocean,Oceanic basalt
H+49+02,ocean,ocean,modest,fish,none,ocean,49,2,-97.0,2.02,1030.1,6.81,none/ocean,none/ocean,Oceanic basalt
H+50+02,ocean,ocean,modest,fish,none,ocean,50,2,-116.0,2.58,1032.2,6.83,none/ocean,none/ocean,Oceanic basalt
H+51+02,ocean,ocean,modest,fish,none,ocean,51,2,-128.0,4.21,1068.5,6.88,none/ocean,none/ocean,Oceanic basalt
H+52+02,ocean,ocean,modest,fish,none,ocean,52,2,-2.0,4.21,1092.6,6.92,none/ocean,none/ocean,Oceanic basalt
H+53+02,ocean,ocean,modest,fish,none,ocean,53,2,-7.0,1.68,1100.6,6.96,none/ocean,none/ocean,Oceanic basalt
H+54+02,ocean,ocean,modest,fish,none,ocean,54,2,-11.0,1.61,1102.2,7.0,none/ocean,none/ocean,Oceanic basalt
H+55+02,ocean,ocean,modest,fish,none,ocean,55,2,-17.0,1.67,1084.5,7.01,none/ocean,none/ocean,Oceanic basalt
H+56+02,ocean,ocean,modest,fish,none,ocean,56,2,-15.0,2.11,1050.7,7.01,none/ocean,none/ocean,Oceanic basalt
H+57+02,ocean,ocean,modest,fish,none,ocean,57,2,-3.0,1.88,1024.4,6.98,none/ocean,none/ocean,Oceanic basalt
H+58+02,coast,none,none,clay,farmstead,"fresh water, route access",58,2,5.0,1.97,914.2,6.91,glacial till,coastal scrub,Coastal sediment
H+59+02,coast,none,none,clay,farmstead,"fresh water, route access",59,2,3.0,2.23,891.6,6.87,glacial till,coastal scrub,Coastal sediment
H+60+02,ocean,ocean,modest,fish,none,ocean,60,2,-54.0,3.54,955.8,6.83,none/ocean,none/ocean,Oceanic basalt
H+61+02,ocean,ocean,modest,fish,none,ocean,61,2,-63.0,0.34,938.3,6.75,none/ocean,none/ocean,Oceanic basalt
H+62+02,ocean,ocean,modest,fish,none,ocean,62,2,-72.0,0.4,908.5,6.66,none/ocean,none/ocean,Oceanic basalt
H+63+02,ocean,ocean,modest,fish,none,ocean,63,2,-68.0,1.11,881.7,6.57,none/ocean,none/ocean,Oceanic basalt
H+64+02,ocean,ocean,modest,fish,none,ocean,64,2,-65.0,1.23,885.0,6.49,none/ocean,none/ocean,Oceanic basalt
H+65+02,ocean,ocean,modest,fish,none,ocean,65,2,-61.0,1.46,900.0,6.43,none/ocean,none/ocean,Oceanic basalt
H+66+02,ocean,ocean,modest,fish,none,ocean,66,2,-102.0,1.35,904.5,6.41,none/ocean,none/ocean,Oceanic basalt
H+67+02,ocean,ocean,modest,fish,none,ocean,67,2,-105.0,1.21,911.9,6.42,none/ocean,none/ocean,Oceanic basalt
H+68+02,ocean,ocean,modest,fish,none,ocean,68,2,-108.0,0.35,915.7,6.44,none/ocean,none/ocean,Oceanic basalt
H+69+02,ocean,ocean,modest,fish,none,ocean,69,2,-114.0,0.39,912.3,6.48,none/ocean,none/ocean,Oceanic basalt
H+70+02,ocean,ocean,modest,fish,none,ocean,70,2,-120.0,0.31,911.9,6.52,none/ocean,none/ocean,Oceanic basalt
H+71+02,ocean,ocean,modest,fish,none,ocean,71,2,-124.0,0.24,921.0,6.58,none/ocean,none/ocean,Oceanic basalt
H+72+02,ocean,ocean,modest,fish,none,ocean,72,2,-122.0,0.06,926.9,6.64,none/ocean,none/ocean,Oceanic basalt
H+73+02,ocean,ocean,modest,fish,none,ocean,73,2,-121.0,0.07,904.7,6.72,none/ocean,none/ocean,Oceanic basalt
H+74+02,ocean,ocean,modest,fish,none,ocean,74,2,-119.0,0.11,870.0,6.8,none/ocean,none/ocean,Oceanic basalt
H+75+02,ocean,ocean,modest,fish,none,ocean,75,2,-116.0,0.1,852.8,6.88,none/ocean,none/ocean,Oceanic basalt
H+76+02,ocean,ocean,modest,fish,none,ocean,76,2,-114.0,0.12,837.5,6.94,none/ocean,none/ocean,Oceanic basalt
H+77+02,ocean,ocean,modest,fish,none,ocean,77,2,-112.0,0.15,820.5,6.97,none/ocean,none/ocean,Oceanic basalt
H+78+02,ocean,ocean,modest,fish,none,ocean,78,2,-111.0,0.12,807.3,6.99,none/ocean,none/ocean,Oceanic basalt
H+79+02,ocean,ocean,modest,fish,none,ocean,79,2,-112.0,0.05,801.3,7.02,none/ocean,none/ocean,Oceanic basalt
H+00+03,ocean,ocean,modest,fish,none,ocean,0,3,-240.0,0.11,965.1,6.8,none/ocean,none/ocean,Oceanic basalt
H+01+03,ocean,ocean,modest,fish,none,ocean,1,3,-238.0,0.17,974.4,6.81,none/ocean,none/ocean,Oceanic basalt
H+02+03,ocean,ocean,modest,fish,none,ocean,2,3,-234.0,0.14,991.8,6.84,none/ocean,none/ocean,Oceanic basalt
H+03+03,ocean,ocean,modest,fish,none,ocean,3,3,-234.0,0.17,1010.6,6.87,none/ocean,none/ocean,Oceanic basalt
H+04+03,ocean,ocean,modest,fish,none,ocean,4,3,-236.0,0.2,1030.9,6.89,none/ocean,none/ocean,Oceanic basalt
H+05+03,ocean,ocean,modest,fish,none,ocean,5,3,-238.0,0.19,1037.0,6.9,none/ocean,none/ocean,Oceanic basalt
H+06+03,ocean,ocean,modest,fish,none,ocean,6,3,-238.0,0.15,1028.4,6.88,none/ocean,none/ocean,Oceanic basalt
H+07+03,ocean,ocean,modest,fish,none,ocean,7,3,-237.0,0.1,1027.8,6.86,none/ocean,none/ocean,Oceanic basalt
H+08+03,ocean,ocean,modest,fish,none,ocean,8,3,-238.0,0.21,1032.5,6.84,none/ocean,none/ocean,Oceanic basalt
H+09+03,ocean,ocean,modest,fish,none,ocean,9,3,-236.0,0.33,1028.3,6.83,none/ocean,none/ocean,Oceanic basalt
H+10+03,ocean,ocean,modest,fish,none,ocean,10,3,-226.0,0.37,1025.2,6.84,none/ocean,none/ocean,Oceanic basalt
H+11+03,ocean,ocean,modest,fish,none,ocean,11,3,-215.0,6.22,1022.7,6.87,none/ocean,none/ocean,Oceanic basalt
H+12+03,ocean,ocean,modest,fish,none,ocean,12,3,-48.0,5.56,1001.7,6.93,none/ocean,none/ocean,Oceanic basalt
H+13+03,ocean,ocean,modest,fish,none,ocean,13,3,-60.0,0.62,974.5,6.99,none/ocean,none/ocean,Oceanic basalt
H+14+03,ocean,ocean,modest,fish,none,ocean,14,3,-65.0,0.45,957.1,7.05,none/ocean,none/ocean,Oceanic basalt
H+15+03,ocean,ocean,modest,fish,none,ocean,15,3,-56.0,0.46,945.2,7.11,none/ocean,none/ocean,Oceanic basalt
H+16+03,ocean,ocean,modest,fish,none,ocean,16,3,-54.0,0.42,933.9,7.17,none/ocean,none/ocean,Oceanic basalt
H+17+03,ocean,ocean,modest,fish,none,ocean,17,3,-54.0,4.99,917.7,7.22,none/ocean,none/ocean,Oceanic basalt
H+18+03,ocean,ocean,modest,fish,none,ocean,18,3,-43.0,5.27,909.0,7.27,none/ocean,none/ocean,Oceanic basalt
H+19+03,forest,none,good,timber|clay,town,"fresh water, adequate food, route access",19,3,112.0,5.16,825.6,6.58,glacial till,temperate forest,Coastal sediment
H+20+03,boreal,none,modest,timber|clay,village,"fresh water, adequate food, route access",20,3,218.0,7.93,825.1,5.93,glacial till,boreal forest,Coastal sediment
H+21+03,boreal,none,modest,timber|clay,town,"fresh water, adequate food, route access",21,3,223.0,1.73,827.6,5.92,glacial till,boreal forest,Coastal sediment
H+22+03,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",22,3,229.0,1.41,830.9,5.89,glacial till,boreal forest,Coastal sediment
H+23+03,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",23,3,239.0,1.39,838.3,5.81,glacial till,boreal forest,Coastal sediment
H+24+03,boreal,major_river,good,timber|metals|fish,town,"fresh water, adequate food, route access, major river",24,3,255.0,3.23,852.8,5.7,glacial till,boreal forest,Suture metamorphic
H+25+03,boreal,river,modest,timber|metals,village,"fresh water, adequate food, route access",25,3,352.0,4.25,861.6,5.04,glacial till,boreal forest,Suture metamorphic
H+26+03,boreal,river,modest,timber|stone|metals,village,"fresh water, adequate food, route access",26,3,480.0,5.87,892.9,4.19,glacial till,boreal forest,Suture metamorphic
H+27+03,boreal,river,modest,timber|stone|metals,village,"fresh water, adequate food, route access",27,3,656.0,7.0,1008.0,3.04,glacial till,boreal forest,Suture metamorphic
H+28+03,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",28,3,866.0,7.54,1201.8,1.67,glacial till,boreal forest,Suture metamorphic
H+29+03,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",29,3,1092.0,7.54,1428.0,0.19,glacial till,boreal forest,Suture metamorphic
H+30+03,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",30,3,1305.0,9.26,1576.5,-1.21,loam,boreal forest,Suture metamorphic
H+31+03,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,31,3,1583.0,9.62,2071.6,-3.04,mountain thin,alpine tundra,Suture metamorphic
H+32+03,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,32,3,1871.0,9.62,2157.6,-4.94,mountain thin,alpine tundra,Suture metamorphic
H+33+03,high_mountains,none,none,limestone_karst,none,no reliable fresh water; poor food; arid interior,33,3,2154.0,9.42,2165.7,-6.81,mountain thin,alpine tundra,Suture metamorphic
H+34+03,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,34,3,1959.0,10.3,654.0,-5.57,mountain thin,alpine tundra,Suture metamorphic
H+35+03,alpine,none,none,none,none,no reliable fresh water; poor food; arid interior,35,3,1674.0,9.92,510.7,-3.73,mountain thin,alpine tundra,Suture metamorphic
H+36+03,boreal,none,modest,none,none,no reliable fresh water,36,3,1395.0,9.49,590.8,-1.93,loam,boreal forest,Suture metamorphic
H+37+03,boreal,none,modest,none,none,no reliable fresh water,37,3,1183.0,8.24,743.2,-0.55,loam,boreal forest,Suture metamorphic
H+38+03,boreal,none,modest,none,none,no reliable fresh water,38,3,957.0,7.51,812.0,0.9,glacial till,boreal forest,Suture metamorphic
H+39+03,boreal,none,modest,timber,farmstead,"adequate food, route access",39,3,758.0,7.47,899.7,2.17,glacial till,boreal forest,Suture metamorphic
H+40+03,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",40,3,585.0,6.85,968.2,3.27,glacial till,boreal forest,Suture metamorphic
H+41+03,boreal,none,modest,timber|stone,farmstead,"adequate food, route access",41,3,415.0,6.55,1005.6,4.36,glacial till,boreal forest,Suture metamorphic
H+42+03,boreal,none,modest,timber,village,"fresh water, adequate food, route access",42,3,282.0,5.64,982.8,5.21,glacial till,boreal forest,Suture metamorphic
H+43+03,boreal,none,modest,timber,village,"fresh water, adequate food, route access",43,3,215.0,6.32,968.8,5.64,glacial till,boreal forest,Coastal sediment
H+44+03,coast,none,none,none,farmstead,"fresh water, route access",44,3,56.0,6.24,966.8,6.67,glacial till,coastal scrub,Coastal sediment
H+45+03,coast,none,none,none,farmstead,"fresh water, route access",45,3,25.0,6.54,964.7,6.87,glacial till,coastal scrub,Coastal sediment
H+46+03,coast,none,none,clay,farmstead,"fresh water, route access",46,3,4.0,2.07,964.9,7.01,glacial till,coastal scrub,Coastal sediment
H+47+03,ocean,ocean,modest,fish,none,ocean,47,3,-18.0,2.25,1058.0,7.04,none/ocean,none/ocean,Oceanic basalt
H+48+03,ocean,ocean,modest,fish,none,ocean,48,3,-36.0,2.08,1036.7,7.05,none/ocean,none/ocean,Oceanic basalt
H+49+03,ocean,ocean,modest,fish,none,ocean,49,3,-57.0,1.98,1012.0,7.07,none/ocean,none/ocean,Oceanic basalt
H+50+03,ocean,ocean,modest,fish,none,ocean,50,3,-76.0,1.96,1013.3,7.1,none/ocean,none/ocean,Oceanic basalt
H+51+03,ocean,ocean,modest,fish,none,ocean,51,3,-86.0,5.76,1044.0,7.14,none/ocean,none/ocean,Oceanic basalt
H+52+03,coast,none,none,clay,farmstead,"fresh water, route access",52,3,42.0,4.28,970.8,6.91,glacial till,coastal scrub,Coastal sediment
H+53+03,coast,none,none,clay,farmstead,"fresh water, route access",53,3,36.0,1.68,979.4,6.99,glacial till,coastal scrub,Coastal sediment
H+54+03,marsh,wetland,modest,clay|peat,village,"fresh water, adequate food, route access",54,3,30.0,1.9,981.2,7.06,peat/wetland,wetland/marsh,Coastal sediment
H+55+03,coast,none,none,clay,farmstead,"fresh water, route access",55,3,33.0,1.73,966.5,7.05,glacial till,coastal scrub,Coastal sediment
H+56+03,coast,none,none,clay,farmstead,"fresh water, route access",56,3,48.0,2.11,937.4,6.94,glacial till,coastal scrub,Coastal sediment
H+57+03,marsh,wetland,modest,clay|peat,village,"fresh water, adequate food, route access",57,3,50.0,1.76,911.3,6.88,peat/wetland,wetland/marsh,Coastal sediment
H+58+03,coast,none,none,clay,farmstead,"fresh water, route access",58,3,51.0,1.62,889.4,6.81,glacial till,coastal scrub,Coastal sediment
H+59+03,coast,none,none,clay,farmstead,"fresh water, route access",59,3,52.0,3.54,868.9,6.73,glacial till,coastal scrub,Coastal sediment
H+60+03,ocean,ocean,modest,fish,none,ocean,60,3,-53.0,4.98,941.2,6.99,none/ocean,none/ocean,Oceanic basalt
H+61+03,ocean,ocean,modest,fish,none,ocean,61,3,-61.0,0.43,930.2,6.92,none/ocean,none/ocean,Oceanic basalt
H+62+03,ocean,ocean,modest,fish,none,ocean,62,3,-73.0,0.43,903.6,6.84,none/ocean,none/ocean,Oceanic basalt
H+63+03,ocean,ocean,modest,fish,none,ocean,63,3,-80.0,0.48,878.3,6.77,none/ocean,none/ocean,Oceanic basalt
H+64+03,ocean,ocean,modest,fish,none,ocean,64,3,-78.0,0.55,880.7,6.71,none/ocean,none/ocean,Oceanic basalt
H+65+03,ocean,ocean,modest,fish,none,ocean,65,3,-71.0,1.02,893.9,6.67,none/ocean,none/ocean,Oceanic basalt
H+66+03,ocean,ocean,modest,fish,none,ocean,66,3,-68.0,1.21,896.2,6.65,none/ocean,none/ocean,Oceanic basalt
H+67+03,ocean,ocean,modest,fish,none,ocean,67,3,-102.0,1.21,901.6,6.66,none/ocean,none/ocean,Oceanic basalt
H+68+03,ocean,ocean,modest,fish,none,ocean,68,3,-105.0,1.31,906.1,6.7,none/ocean,none/ocean,Oceanic basalt
H+69+03,ocean,ocean,modest,fish,none,ocean,69,3,-110.0,0.35,903.1,6.74,none/ocean,none/ocean,Oceanic basalt
H+70+03,ocean,ocean,modest,fish,none,ocean,70,3,-117.0,0.37,902.0,6.8,none/ocean,none/ocean,Oceanic basalt
H+71+03,ocean,ocean,modest,fish,none,ocean,71,3,-123.0,0.38,907.0,6.86,none/ocean,none/ocean,Oceanic basalt
H+72+03,ocean,ocean,modest,fish,none,ocean,72,3,-122.0,0.16,910.1,6.91,none/ocean,none/ocean,Oceanic basalt
H+73+03,ocean,ocean,modest,fish,none,ocean,73,3,-120.0,0.08,893.2,6.97,none/ocean,none/ocean,Oceanic basalt
H+74+03,ocean,ocean,modest,fish,none,ocean,74,3,-118.0,0.09,865.8,7.01,none/ocean,none/ocean,Oceanic basalt
H+75+03,ocean,ocean,modest,fish,none,ocean,75,3,-117.0,0.12,849.4,7.05,none/ocean,none/ocean,Oceanic basalt
H+76+03,ocean,ocean,modest,fish,none,ocean,76,3,-116.0,0.15,833.7,7.08,none/ocean,none/ocean,Oceanic basalt
H+77+03,ocean,ocean,modest,fish,none,ocean,77,3,-114.0,0.12,816.8,7.1,none/ocean,none/ocean,Oceanic basalt
H+78+03,ocean,ocean,modest,fish,none,ocean,78,3,-113.0,0.09,803.1,7.14,none/ocean,none/ocean,Oceanic basalt
H+79+03,ocean,ocean,modest,fish,none,ocean,79,3,-113.0,0.07,797.3,7.19,none/ocean,none/ocean,Oceanic basalt
H+00+04,ocean,ocean,modest,fish,none,ocean,0,4,-237.0,0.11,958.2,7.08,none/ocean,none/ocean,Oceanic basalt
H+01+04,ocean,ocean,modest,fish,none,ocean,1,4,-236.0,0.1,967.7,7.09,none/ocean,none/ocean,Oceanic basalt
H+02+04,ocean,ocean,modest,fish,none,ocean,2,4,-237.0,0.12,985.7,7.13,none/ocean,none/ocean,Oceanic basalt
H+03+04,ocean,ocean,modest,fish,none,ocean,3,4,-239.0,0.21,1002.0,7.17,none/ocean,none/ocean,Oceanic basalt
H+04+04,ocean,ocean,modest,fish,none,ocean,4,4,-242.0,0.2,1012.2,7.21,none/ocean,none/ocean,Oceanic basalt
H+05+04,ocean,ocean,modest,fish,none,ocean,5,4,-241.0,0.13,1014.0,7.22,none/ocean,none/ocean,Oceanic basalt
H+06+04,ocean,ocean,modest,fish,none,ocean,6,4,-238.0,0.1,1018.8,7.21,none/ocean,none/ocean,Oceanic basalt
H+07+04,ocean,ocean,modest,fish,none,ocean,7,4,-237.0,0.05,1023.8,7.18,none/ocean,none/ocean,Oceanic basalt
H+08+04,ocean,ocean,modest,fish,none,ocean,8,4,-238.0,0.11,1021.1,7.15,none/ocean,none/ocean,Oceanic basalt
H+09+04,ocean,ocean,modest,fish,none,ocean,9,4,-235.0,0.35,1011.6,7.13,none/ocean,none/ocean,Oceanic basalt
H+10+04,ocean,ocean,modest,fish,none,ocean,10,4,-224.0,6.52,1000.7,7.13,none/ocean,none/ocean,Oceanic basalt
H+11+04,ocean,ocean,modest,fish,none,ocean,11,4,-29.0,6.52,987.7,7.16,none/ocean,none/ocean,Oceanic basalt
H+12+04,ocean,ocean,modest,fish,none,ocean,12,4,-42.0,0.62,964.6,7.22,none/ocean,none/ocean,Oceanic basalt
H+13+04,ocean,ocean,modest,fish,none,ocean,13,4,-51.0,0.74,935.9,7.28,none/ocean,none/ocean,Oceanic basalt
H+14+04,ocean,ocean,modest,fish,none,ocean,14,4,-55.0,0.72,922.9,7.34,none/ocean,none/ocean,Oceanic basalt
H+15+04,ocean,ocean,modest,fish,none,ocean,15,4,-53.0,0.67,915.9,7.4,none/ocean,none/ocean,Oceanic basalt
H+16+04,ocean,ocean,modest,fish,none,ocean,16,4,-58.0,0.31,911.1,7.46,none/ocean,none/ocean,Oceanic basalt
H+17+04,ocean,ocean,modest,fish,none,ocean,17,4,-52.0,0.42,918.5,7.5,none/ocean,none/ocean,Oceanic basalt
H+18+04,ocean,ocean,modest,fish,none,ocean,18,4,-39.0,5.04,926.3,7.54,none/ocean,none/ocean,Oceanic basalt
H+19+04,ocean,ocean,modest,fish,none,ocean,19,4,-19.0,9.47,924.5,7.57,none/ocean,none/ocean,Oceanic basalt
H+20+04,boreal,none,modest,timber|clay,village,"fresh water, adequate food",20,4,265.0,9.59,839.8,5.87,glacial till,boreal forest,Coastal sediment
H+21+04,boreal,none,modest,timber|clay,town,"fresh water, adequate food, route access",21,4,270.0,1.58,845.4,5.85,glacial till,boreal forest,Coastal sediment
H+22+04,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",22,4,271.0,1.46,852.5,5.85,glacial till,boreal forest,Coastal sediment
H+23+04,boreal,none,modest,timber|clay,farmstead,"adequate food, route access",23,4,275.0,1.35,862.2,5.81,glacial till,boreal forest,Coastal sediment
H+24+04,boreal,river,modest,timber|metals,town,"fresh water, adequate food, route access",24,4,296.0,3.21,878.4,5.65,glacial till,boreal forest,Suture metamorphic
H+25+04,boreal,river,modest,timber|metals,village,"fresh water, adequate food, route access",25,4,393.0,4.48,887.1,4.99,glacial till,boreal forest,Suture metamorphic
H+26+04,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",26,4,527.0,6.0,942.7,4.09,glacial till,boreal forest,Suture metamorphic
H+27+04,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",27,4,707.0,6.91,1073.8,2.9,glacial till,boreal forest,Suture metamorphic
H+28+04,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",28,4,914.0,7.43,1256.7,1.56,glacial till,boreal forest,Suture metamorphic
H+29+04,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",29,4,1137.0,7.43,1469.5,0.12,glacial till,boreal forest,Suture metamorphic
H+30+04,boreal,river,modest,timber|stone,village,"fresh water, adequate food, route access",30,4,1352.0,9.01,1640.9,-1.25,loam,boreal forest,Suture metamorphic
H+31+04,alpine,river,none,none,farmstead,"fresh water, route access",31,4,1622.0,9.19,2102.0,-3.0,mountain thin,alpine tundra,Suture metamorphic
H+32+04,high_mountains,none,none,none,none,no reliable fresh water; poor food; arid interior,32,4,1898.0,9.19,2155.3,-4.79,mountain thin,alpine tundra,Suture metamorphic
